,obs_id,obs_type,point_id,dither_id,start_time,RA,Dec,PA,lon,lat,ec_pa
236,60,WS,237,0,2023-06-29 12:11:34+00:00,35.9898,-49.3296,52.5514,5.3806,-58.0187,89.9728
237,60,WS,238,1,2023-06-29 12:29:16+00:00,35.998,-49.3644,52.5453,5.3486,-58.0495,90.0
238,60,WS,239,2,2023-06-29 12:46:58+00:00,36.0268,-49.3889,52.5234,5.3486,-58.0803,90.0
239,60,WS,240,3,2023-06-29 13:04:40+00:00,36.0349,-49.4237,52.5172,5.3165,-58.1112,90.0272
240,61,WS,241,0,2023-06-29 13:24:47+00:00,36.8459,-49.8806,52.0652,5.5763,-58.7938,89.972
241,61,WS,242,1,2023-06-29 13:42:29+00:00,36.8546,-49.9154,52.0586,5.5436,-58.8247,90.0
242,61,WS,243,2,2023-06-29 14:00:11+00:00,36.8841,-49.9397,52.0361,5.5436,-58.8555,90.0
243,61,WS,244,3,2023-06-29 14:17:53+00:00,36.8928,-49.9744,52.0294,5.5108,-58.8863,90.0281
244,62,WS,245,0,2023-06-29 14:38:00+00:00,37.4569,-50.5594,51.4053,5.3557,-59.5689,89.9711
245,62,WS,246,1,2023-06-29 14:55:42+00:00,37.4664,-50.5941,51.3981,5.3222,-59.5998,90.0
246,62,WS,247,2,2023-06-29 15:13:24+00:00,37.4967,-50.6182,51.3746,5.3222,-59.6306,90.0
247,62,WS,248,3,2023-06-29 15:31:06+00:00,37.5062,-50.6528,51.3673,5.2887,-59.6614,90.0289
248,63,WS,249,0,2023-06-29 15:51:12+00:00,38.3017,-51.125,50.8545,5.4771,-60.344,89.9702
249,63,WS,250,1,2023-06-29 16:08:54+00:00,38.3117,-51.1596,50.8466,5.4428,-60.3748,90.0
250,63,WS,251,2,2023-06-29 16:26:36+00:00,38.3428,-51.1835,50.8224,5.4428,-60.4056,90.0
251,63,WS,252,3,2023-06-29 16:44:18+00:00,38.3529,-51.2181,50.8145,5.4085,-60.4365,90.0299
252,64,WS,253,0,2023-06-29 17:04:27+00:00,39.282,-51.6254,50.3656,5.7958,-61.1189,89.9693
253,64,WS,254,1,2023-06-29 17:22:09+00:00,39.2927,-51.6599,50.3573,5.7607,-61.1498,90.0
254,64,WS,255,2,2023-06-29 17:39:51+00:00,39.3244,-51.6837,50.3324,5.7607,-61.1806,90.0
255,64,WS,256,3,2023-06-29 17:57:33+00:00,39.3351,-51.7182,50.324,5.7255,-61.2114,90.0308
256,65,WS,257,0,2023-06-29 18:17:52+00:00,39.6439,-52.4508,49.414,5.0388,-61.8939,89.9683
257,65,WS,258,1,2023-06-29 18:35:34+00:00,39.6557,-52.4852,49.4047,5.0029,-61.9247,90.0
258,65,WS,259,2,2023-06-29 18:53:16+00:00,39.6887,-52.5086,49.3785,5.0029,-61.9555,90.0
259,65,WS,260,3,2023-06-29 19:10:58+00:00,39.7006,-52.5431,49.3691,4.9668,-61.9864,90.0318
260,66,WS,261,0,2023-06-29 19:31:11+00:00,40.7717,-52.8842,48.9632,5.5438,-62.6687,89.9672
261,66,WS,262,1,2023-06-29 19:48:53+00:00,40.7841,-52.9185,48.9533,5.5069,-62.6996,90.0
262,66,WS,263,2,2023-06-29 20:06:35+00:00,40.8177,-52.9418,48.9265,5.5069,-62.7304,90.0
263,66,WS,264,3,2023-06-29 20:24:17+00:00,40.8301,-52.9762,48.9166,5.4699,-62.7612,90.0329
264,67,WS,265,0,2023-06-29 20:44:57+00:00,42.9196,-53.8187,47.9186,6.3051,-64.2182,89.9649
265,67,WS,266,1,2023-06-29 21:02:39+00:00,42.9333,-53.8529,47.9075,6.2661,-64.2491,90.0
266,67,WS,267,2,2023-06-29 21:20:21+00:00,42.9683,-53.8758,47.8792,6.2661,-64.2799,90.0
267,67,WS,268,3,2023-06-29 21:38:03+00:00,42.9821,-53.91,47.868,6.227,-64.3107,90.0352
268,68,WS,269,0,2023-06-29 21:58:16+00:00,42.0903,-53.2203,48.6469,6.3724,-63.4435,89.9661
269,68,WS,270,1,2023-06-29 22:15:58+00:00,42.1031,-53.2547,48.6367,6.3345,-63.4743,90.0
270,68,WS,271,2,2023-06-29 22:33:40+00:00,42.1372,-53.2778,48.6094,6.3345,-63.5052,90.0
271,68,WS,272,3,2023-06-29 22:51:22+00:00,42.1501,-53.3122,48.5991,6.2965,-63.536,90.034
272,69,WS,273,0,2023-06-29 23:11:44+00:00,41.6311,-52.4361,49.61,7.0409,-62.6687,89.9672
273,69,WS,274,1,2023-06-29 23:29:26+00:00,41.6428,-52.4705,49.6008,7.004,-62.6996,90.0
274,69,WS,275,2,2023-06-29 23:47:08+00:00,41.6756,-52.494,49.5747,7.004,-62.7304,90.0
275,69,WS,276,3,2023-06-30 00:04:50+00:00,41.6872,-52.5285,49.5655,6.967,-62.7612,90.0329
276,70,WS,277,0,2023-06-30 00:25:08+00:00,40.5126,-52.0004,50.0327,6.5186,-61.8939,89.9683
277,70,WS,278,1,2023-06-30 00:42:50+00:00,40.5236,-52.0349,50.0239,6.4826,-61.9247,90.0
278,70,WS,279,2,2023-06-30 01:00:32+00:00,40.5559,-52.0586,49.9985,6.4826,-61.9555,90.0
279,70,WS,280,3,2023-06-30 01:18:14+00:00,40.567,-52.0931,49.9898,6.4465,-61.9864,90.0318
280,71,WS,281,0,2023-06-30 01:38:37+00:00,40.1432,-51.1855,50.9513,7.2333,-61.1189,89.9693
281,71,WS,282,1,2023-06-30 01:56:19+00:00,40.1532,-51.2201,50.9435,7.1982,-61.1498,90.0
282,71,WS,283,2,2023-06-30 02:14:01+00:00,40.1842,-51.2441,50.9193,7.1982,-61.1806,90.0
283,71,WS,284,3,2023-06-30 02:31:43+00:00,40.1942,-51.2787,50.9115,7.163,-61.2114,90.0308
284,72,WS,285,0,2023-06-30 02:51:59+00:00,39.1555,-50.6915,51.4058,6.8741,-60.344,89.9702
285,72,WS,286,1,2023-06-30 03:09:41+00:00,39.1649,-50.7261,51.3985,6.8398,-60.3748,90.0
286,72,WS,287,2,2023-06-30 03:27:23+00:00,39.1953,-50.7502,51.375,6.8398,-60.4056,90.0
287,72,WS,288,3,2023-06-30 03:45:05+00:00,39.2049,-50.7849,51.3676,6.8055,-60.4365,90.0299
288,73,WS,289,0,2023-06-30 04:05:19+00:00,38.3112,-50.1288,51.9303,6.7273,-59.5689,89.9711
289,73,WS,290,1,2023-06-30 04:23:01+00:00,38.3201,-50.1635,51.9235,6.6939,-59.5998,90.0
290,73,WS,291,2,2023-06-30 04:40:43+00:00,38.3498,-50.1878,51.9007,6.6939,-59.6306,90.0
291,73,WS,292,3,2023-06-30 04:58:25+00:00,38.3587,-50.2225,51.8939,6.6603,-59.6614,90.0289
292,74,WS,293,0,2023-06-30 05:18:39+00:00,37.6952,-49.4564,52.564,6.9164,-58.7938,89.972
293,74,WS,294,1,2023-06-30 05:36:21+00:00,37.7034,-49.4912,52.5578,6.8837,-58.8247,90.0
294,74,WS,295,2,2023-06-30 05:54:03+00:00,37.7322,-49.5157,52.5359,6.8837,-58.8555,90.0
295,74,WS,296,3,2023-06-30 06:11:45+00:00,37.7404,-49.5505,52.5296,6.8509,-58.8863,90.0281
296,75,WS,297,0,2023-06-30 06:31:59+00:00,36.8401,-48.9075,53.0272,6.6995,-58.0187,89.9728
297,75,WS,298,1,2023-06-30 06:49:41+00:00,36.8477,-48.9423,53.0215,6.6675,-58.0495,90.0
298,75,WS,299,2,2023-06-30 07:07:23+00:00,36.876,-48.9669,53.0002,6.6675,-58.0803,90.0
299,75,WS,300,3,2023-06-30 07:25:05+00:00,36.8836,-49.0017,52.9944,6.6354,-58.1112,90.0272
300,76,WS,301,0,2023-06-30 07:45:26+00:00,36.5253,-48.0969,53.7616,7.2887,-57.2434,89.9736
301,76,WS,302,1,2023-06-30 08:03:08+00:00,36.5321,-48.1318,53.7565,7.2574,-57.2743,90.0
302,76,WS,303,2,2023-06-30 08:20:50+00:00,36.5594,-48.1567,53.7361,7.2574,-57.3051,90.0
303,76,WS,304,3,2023-06-30 08:38:32+00:00,36.5663,-48.1916,53.731,7.226,-57.3359,90.0264
304,77,WS,305,0,2023-06-30 08:58:46+00:00,35.7424,-47.5206,54.2095,7.13,-56.4682,89.9744
305,77,WS,306,1,2023-06-30 09:16:28+00:00,35.7488,-47.5555,54.2048,7.0994,-56.499,90.0
306,77,WS,307,2,2023-06-30 09:34:10+00:00,35.7755,-47.5806,54.1851,7.0994,-56.5299,90.0
307,77,WS,308,3,2023-06-30 09:51:52+00:00,35.7819,-47.6155,54.1804,7.0686,-56.5607,90.0256
308,78,WS,309,0,2023-06-30 10:12:08+00:00,34.8086,-47.0207,54.5626,6.7281,-55.6929,89.9752
309,78,WS,310,1,2023-06-30 10:29:50+00:00,34.8146,-47.0556,54.5583,6.698,-55.7237,90.0
310,78,WS,311,2,2023-06-30 10:47:32+00:00,34.8409,-47.0807,54.539,6.698,-55.7545,90.0
311,78,WS,312,3,2023-06-30 11:05:14+00:00,34.8469,-47.1157,54.5346,6.6679,-55.7854,90.0249
312,79,WS,313,0,2023-06-30 11:25:28+00:00,34.0341,-46.4463,54.9791,6.5478,-54.9175,89.9759
313,79,WS,314,1,2023-06-30 11:43:10+00:00,34.0396,-46.4813,54.9751,6.5183,-54.9484,90.0
314,79,WS,315,2,2023-06-30 12:00:52+00:00,34.0653,-46.5065,54.9564,6.5183,-54.9792,90.0
315,79,WS,316,3,2023-06-30 12:18:34+00:00,34.0709,-46.5415,54.9524,6.4887,-55.01,90.0242
316,80,WS,317,0,2023-06-30 12:39:01+00:00,34.8657,-46.0466,55.3755,7.7663,-54.9175,89.9759
317,80,WS,318,1,2023-06-30 12:56:43+00:00,34.8709,-46.0816,55.3718,7.7368,-54.9484,90.0
318,80,WS,319,2,2023-06-30 13:14:25+00:00,34.8961,-46.1069,55.3536,7.7368,-54.9792,90.0
319,80,WS,320,3,2023-06-30 13:32:07+00:00,34.9013,-46.1419,55.3499,7.7073,-55.01,90.0242
320,81,WS,321,0,2023-06-30 13:52:14+00:00,35.629,-46.6246,54.9713,7.947,-55.6929,89.9752
321,81,WS,322,1,2023-06-30 14:09:56+00:00,35.6345,-46.6595,54.9672,7.9169,-55.7237,90.0
322,81,WS,323,2,2023-06-30 14:27:38+00:00,35.6603,-46.6848,54.9484,7.9169,-55.7545,90.0
323,81,WS,324,3,2023-06-30 14:45:20+00:00,35.6659,-46.7197,54.9444,7.8868,-55.7854,90.0249
324,82,WS,325,0,2023-06-30 15:05:31+00:00,36.5764,-47.1166,54.645,8.388,-56.4682,89.9744
325,82,WS,326,1,2023-06-30 15:23:13+00:00,36.5823,-47.1516,54.6407,8.3573,-56.499,90.0
326,82,WS,327,2,2023-06-30 15:40:55+00:00,36.6086,-47.1767,54.6214,8.3573,-56.5299,90.0
327,82,WS,328,3,2023-06-30 15:58:37+00:00,36.6145,-47.2117,54.6171,8.3265,-56.5607,90.0256
328,83,WS,329,0,2023-06-30 16:19:12+00:00,37.6886,-48.49,53.5085,8.0183,-58.0187,89.9728
329,83,WS,330,1,2023-06-30 16:36:54+00:00,37.6957,-48.5248,53.5032,7.9863,-58.0495,90.0
330,83,WS,331,2,2023-06-30 16:54:36+00:00,37.7234,-48.5496,53.4824,7.9863,-58.0803,90.0
331,83,WS,332,3,2023-06-30 17:12:18+00:00,37.7306,-48.5845,53.477,7.9542,-58.1112,90.0272
332,84,WS,333,0,2023-06-30 17:32:25+00:00,38.5429,-49.0371,53.068,8.2564,-58.7938,89.972
333,84,WS,334,1,2023-06-30 17:50:07+00:00,38.5505,-49.0719,53.0623,8.2237,-58.8247,90.0
334,84,WS,335,2,2023-06-30 18:07:49+00:00,38.5788,-49.0965,53.0409,8.2237,-58.8555,90.0
335,84,WS,336,3,2023-06-30 18:25:31+00:00,38.5864,-49.1314,53.0351,8.1909,-58.8863,90.0281
336,85,WS,337,0,2023-06-30 18:45:37+00:00,39.164,-49.7032,52.4605,8.0989,-59.5689,89.9711
337,85,WS,338,1,2023-06-30 19:03:19+00:00,39.1723,-49.738,52.4542,8.0655,-59.5998,90.0
338,85,WS,339,2,2023-06-30 19:21:01+00:00,39.2014,-49.7624,52.432,8.0655,-59.6306,90.0
339,85,WS,340,3,2023-06-30 19:38:43+00:00,39.2097,-49.7972,52.4257,8.0319,-59.6614,90.0289
340,86,WS,341,0,2023-06-30 19:58:49+00:00,40.008,-50.2632,51.9622,8.2711,-60.344,89.9702
341,86,WS,342,1,2023-06-30 20:16:31+00:00,40.0169,-50.2979,51.9554,8.2368,-60.3748,90.0
342,86,WS,343,2,2023-06-30 20:34:13+00:00,40.0467,-50.3222,51.9325,8.2368,-60.4056,90.0
343,86,WS,344,3,2023-06-30 20:51:55+00:00,40.0555,-50.3569,51.9257,8.2025,-60.4365,90.0299
344,87,WS,345,0,2023-06-30 21:12:05+00:00,41.0033,-50.7512,51.5419,8.6708,-61.1189,89.9693
345,87,WS,346,1,2023-06-30 21:29:47+00:00,41.0127,-50.7859,51.5346,8.6357,-61.1498,90.0
346,87,WS,347,2,2023-06-30 21:47:29+00:00,41.043,-50.81,51.5111,8.6357,-61.1806,90.0
347,87,WS,348,3,2023-06-30 22:05:11+00:00,41.0524,-50.8447,51.5038,8.6005,-61.2114,90.0308
348,88,WS,349,0,2023-06-30 22:25:27+00:00,41.3804,-51.5558,50.6561,7.9983,-61.8939,89.9683
349,88,WS,350,1,2023-06-30 22:43:09+00:00,41.3908,-51.5904,50.648,7.9624,-61.9247,90.0
350,88,WS,351,2,2023-06-30 23:00:51+00:00,41.4223,-51.6143,50.6233,7.9624,-61.9555,90.0
351,88,WS,352,3,2023-06-30 23:18:33+00:00,41.4327,-51.6488,50.6152,7.9263,-61.9864,90.0318
352,89,WS,353,0,2023-06-30 23:38:47+00:00,42.4902,-51.9939,50.2611,8.5381,-62.6687,89.9672
353,89,WS,354,1,2023-06-30 23:56:29+00:00,42.501,-52.0285,50.2525,8.5012,-62.6996,90.0
354,89,WS,355,2,2023-07-01 00:14:11+00:00,42.5331,-52.0522,50.2273,8.5012,-62.7304,90.0
355,89,WS,356,3,2023-07-01 00:31:53+00:00,42.544,-52.0867,50.2187,8.4642,-62.7612,90.0329
356,90,WS,357,0,2023-07-01 00:51:59+00:00,43.191,-52.646,49.5243,8.3351,-63.4435,89.9661
357,90,WS,358,1,2023-07-01 01:09:41+00:00,43.2028,-52.6805,49.515,8.2972,-63.4743,90.0
358,90,WS,359,2,2023-07-01 01:27:23+00:00,43.2358,-52.7039,49.4887,8.2972,-63.5052,90.0
359,90,WS,360,3,2023-07-01 01:45:05+00:00,43.2476,-52.7384,49.4793,8.2592,-63.536,90.034
360,91,WS,361,0,2023-07-01 02:05:15+00:00,43.7964,-53.3553,48.6557,7.9073,-64.2182,89.9649
361,91,WS,362,1,2023-07-01 02:22:57+00:00,43.8092,-53.3897,48.6454,7.8683,-64.2491,90.0
362,91,WS,363,2,2023-07-01 02:40:39+00:00,43.8434,-53.4128,48.6179,7.8683,-64.2799,90.0
363,91,WS,364,3,2023-07-01 02:58:21+00:00,43.8563,-53.4471,48.6076,7.8292,-64.3107,90.0352
364,92,WS,365,0,2023-07-01 03:18:40+00:00,44.2566,-54.1514,47.5916,7.1416,-64.9929,89.9637
365,92,WS,366,1,2023-07-01 03:36:22+00:00,44.2707,-54.1856,47.5801,7.1015,-65.0237,90.0
366,92,WS,367,2,2023-07-01 03:54:04+00:00,44.3063,-54.2084,47.5513,7.1015,-65.0545,90.0
367,92,WS,368,3,2023-07-01 04:11:46+00:00,44.3205,-54.2426,47.5397,7.0613,-65.0854,90.0365
368,93,WS,369,0,2023-07-01 04:31:58+00:00,44.8913,-54.8661,46.6019,6.6229,-65.7674,89.9623
369,93,WS,370,1,2023-07-01 04:49:40+00:00,44.9068,-54.9002,46.5893,6.5816,-65.7982,90.0
370,93,WS,371,2,2023-07-01 05:07:22+00:00,44.9436,-54.9226,46.5591,6.5816,-65.8291,90.0
371,93,WS,372,3,2023-07-01 05:25:04+00:00,44.9591,-54.9566,46.5464,6.5402,-65.8599,90.0378
372,94,WS,373,0,2023-07-01 05:45:11+00:00,45.9411,-55.3637,45.944,6.8467,-66.5419,89.9609
373,94,WS,374,1,2023-07-01 06:02:53+00:00,45.9574,-55.3976,45.9306,6.8041,-66.5727,90.0
374,94,WS,375,2,2023-07-01 06:20:35+00:00,45.9952,-55.4198,45.8995,6.8041,-66.6035,90.0
375,94,WS,376,3,2023-07-01 06:38:17+00:00,46.0115,-55.4537,45.886,6.7614,-66.6344,90.0392
376,95,WS,377,0,2023-07-01 06:58:43+00:00,47.3839,-55.6496,45.662,7.8344,-67.3162,89.9594
377,95,WS,378,1,2023-07-01 07:16:25+00:00,47.4007,-55.6835,45.6482,7.7904,-67.3471,90.0
378,95,WS,379,2,2023-07-01 07:34:07+00:00,47.4389,-55.7056,45.6166,7.7904,-67.3779,90.0
379,95,WS,380,3,2023-07-01 07:51:49+00:00,47.4557,-55.7394,45.6027,7.7463,-67.4087,90.0407
380,96,WS,381,0,2023-07-01 08:12:17+00:00,47.8439,-56.4877,44.2767,6.7514,-68.0905,89.9579
381,96,WS,382,1,2023-07-01 08:29:59+00:00,47.8625,-56.5213,44.2612,6.706,-68.1213,90.0
382,96,WS,383,2,2023-07-01 08:47:41+00:00,47.9026,-56.5428,44.2278,6.706,-68.1522,90.0
383,96,WS,384,3,2023-07-01 09:05:23+00:00,47.9212,-56.5765,44.2123,6.6604,-68.183,90.0423
384,97,WS,385,0,2023-07-01 09:26:09+00:00,49.6564,-56.5729,44.3811,8.4907,-68.8647,89.9562
385,97,WS,386,1,2023-07-01 09:43:51+00:00,49.6749,-56.6066,44.3657,8.4437,-68.8955,90.0
386,97,WS,387,2,2023-07-01 10:01:33+00:00,49.715,-56.6281,44.3322,8.4437,-68.9263,90.0
387,97,WS,388,3,2023-07-01 10:19:15+00:00,49.7336,-56.6618,44.3167,8.3965,-68.9572,90.044
388,98,WS,389,0,2023-07-01 10:39:42+00:00,50.2032,-57.3815,42.921,7.4215,-69.6387,89.9543
389,98,WS,390,1,2023-07-01 10:57:24+00:00,50.2237,-57.4149,42.9038,7.3728,-69.6696,90.0
390,98,WS,391,2,2023-07-01 11:15:06+00:00,50.2656,-57.4359,42.8684,7.3728,-69.7004,90.0
391,98,WS,392,3,2023-07-01 11:32:48+00:00,50.2862,-57.4693,42.8511,7.3239,-69.7312,90.0459
392,99,WS,393,0,2023-07-01 11:52:56+00:00,51.396,-57.8299,42.1939,7.7217,-70.4126,89.9524
393,99,WS,394,1,2023-07-01 12:10:38+00:00,51.4175,-57.8632,42.1757,7.6711,-70.4435,90.0
394,99,WS,395,2,2023-07-01 12:28:20+00:00,51.4605,-57.8839,42.1393,7.6711,-70.4743,90.0
395,99,WS,396,3,2023-07-01 12:46:02+00:00,51.4822,-57.9171,42.1209,7.6203,-70.5051,90.0478
396,100,CALBLOCK-F-008,397,0,2023-07-01 13:43:20+00:00,292.4039,53.5583,10.7226,320.9197,73.0434,42.0433
397,100,CALBLOCK-F-008,398,1,2023-07-01 13:55:19+00:00,292.4495,53.5359,10.7594,320.9592,73.0102,42.0811
398,100,CALBLOCK-F-008,399,2,2023-07-01 14:07:18+00:00,292.5005,53.5301,10.8004,321.0374,72.9895,42.1559
399,100,CALBLOCK-F-008,400,3,2023-07-01 14:19:17+00:00,292.5461,53.5077,10.837,321.0766,72.9563,42.1933
400,100,CALBLOCK-F-008,401,4,2023-07-01 14:37:19+00:00,292.4038,53.5583,10.6867,320.9196,73.0434,42.0073
401,100,CALBLOCK-F-008,402,5,2023-07-01 14:49:18+00:00,292.4495,53.5359,10.7235,320.9592,73.0102,42.0452
402,100,CALBLOCK-F-008,403,6,2023-07-01 15:01:17+00:00,292.5005,53.5301,10.7645,321.0374,72.9895,42.12
403,100,CALBLOCK-F-008,404,7,2023-07-01 15:13:16+00:00,292.5461,53.5077,10.8012,321.0767,72.9563,42.1575
404,100,CALBLOCK-F-008,405,8,2023-07-01 15:31:18+00:00,292.4038,53.5582,10.6508,320.9195,73.0434,41.9713
405,100,CALBLOCK-F-008,406,9,2023-07-01 15:43:17+00:00,292.4495,53.5359,10.6876,320.9591,73.0102,42.0093
406,100,CALBLOCK-F-008,407,10,2023-07-01 15:55:16+00:00,292.5005,53.5301,10.7286,321.0375,72.9895,42.0842
407,100,CALBLOCK-F-008,408,11,2023-07-01 16:07:15+00:00,292.5461,53.5077,10.7653,321.0768,72.9563,42.1217
408,100,CALBLOCK-F-008,409,12,2023-07-01 16:25:17+00:00,292.4038,53.5582,10.6149,320.9194,73.0434,41.9353
409,100,CALBLOCK-F-008,410,13,2023-07-01 16:37:16+00:00,292.4495,53.5359,10.6517,320.9591,73.0102,41.9733
410,100,CALBLOCK-F-008,411,14,2023-07-01 16:49:15+00:00,292.5005,53.5302,10.6927,321.0375,72.9895,42.0483
411,100,CALBLOCK-F-008,412,15,2023-07-01 17:01:14+00:00,292.5462,53.5078,10.7294,321.0769,72.9563,42.0859
412,100,CALBLOCK-F-008,413,16,2023-07-01 17:19:16+00:00,292.4037,53.5582,10.579,320.9193,73.0434,41.8993
413,100,CALBLOCK-F-008,414,17,2023-07-01 17:31:15+00:00,292.4495,53.5359,10.6158,320.9591,73.0102,41.9374
414,100,CALBLOCK-F-008,415,18,2023-07-01 17:43:14+00:00,292.5005,53.5302,10.6568,321.0375,72.9895,42.0124
415,100,CALBLOCK-F-008,416,19,2023-07-01 17:55:13+00:00,292.5462,53.5078,10.6935,321.077,72.9563,42.0501
416,100,CALBLOCK-F-008,417,20,2023-07-01 18:13:15+00:00,292.4037,53.5582,10.5431,320.9192,73.0434,41.8634
417,100,CALBLOCK-F-008,418,21,2023-07-01 18:25:14+00:00,292.4495,53.5358,10.5799,320.9591,73.0102,41.9015
418,100,CALBLOCK-F-008,419,22,2023-07-01 18:37:13+00:00,292.5005,53.5302,10.6209,321.0375,72.9895,41.9765
419,100,CALBLOCK-F-008,420,23,2023-07-01 18:49:12+00:00,292.5462,53.5078,10.6577,321.0771,72.9563,42.0143
420,100,CALBLOCK-F-008,421,24,2023-07-01 19:07:14+00:00,292.4037,53.5581,10.5072,320.9191,73.0433,41.8274
421,100,CALBLOCK-F-008,422,25,2023-07-01 19:19:13+00:00,292.4495,53.5358,10.544,320.9591,73.0101,41.8656
422,100,CALBLOCK-F-008,423,26,2023-07-01 19:31:12+00:00,292.5005,53.5302,10.585,321.0375,72.9896,41.9407
423,100,CALBLOCK-F-008,424,27,2023-07-01 19:43:11+00:00,292.5462,53.5079,10.6218,321.0772,72.9563,41.9785
424,100,CALBLOCK-F-008,425,28,2023-07-01 20:01:13+00:00,292.4037,53.5581,10.4712,320.919,73.0433,41.7914
425,100,CALBLOCK-F-008,426,29,2023-07-01 20:13:12+00:00,292.4495,53.5358,10.5081,320.959,73.0101,41.8297
426,100,CALBLOCK-F-008,427,30,2023-07-01 20:25:11+00:00,292.5005,53.5302,10.5491,321.0376,72.9896,41.9048
427,100,CALBLOCK-F-008,428,31,2023-07-01 20:37:10+00:00,292.5463,53.5079,10.5859,321.0772,72.9564,41.9427
428,100,CALBLOCK-F-008,429,32,2023-07-01 20:55:12+00:00,292.4036,53.5581,10.4353,320.9189,73.0433,41.7554
429,100,CALBLOCK-F-008,430,33,2023-07-01 21:07:11+00:00,292.4495,53.5358,10.4722,320.959,73.0101,41.7937
430,100,CALBLOCK-F-008,431,34,2023-07-01 21:19:10+00:00,292.5005,53.5302,10.5132,321.0376,72.9896,41.8689
431,100,CALBLOCK-F-008,432,35,2023-07-01 21:31:09+00:00,292.5463,53.5079,10.55,321.0773,72.9564,41.9069
432,100,CALBLOCK-F-008,433,36,2023-07-01 21:49:11+00:00,292.4036,53.558,10.3994,320.9188,73.0433,41.7194
433,100,CALBLOCK-F-008,434,37,2023-07-01 22:01:10+00:00,292.4495,53.5358,10.4363,320.959,73.0101,41.7578
434,100,CALBLOCK-F-008,435,38,2023-07-01 22:13:09+00:00,292.5005,53.5302,10.4773,321.0376,72.9896,41.833
435,100,CALBLOCK-F-008,436,39,2023-07-01 22:25:08+00:00,292.5463,53.5079,10.5141,321.0774,72.9564,41.8711
436,100,CALBLOCK-F-008,437,40,2023-07-01 22:43:10+00:00,292.4036,53.558,10.3635,320.9187,73.0433,41.6834
437,100,CALBLOCK-F-008,438,41,2023-07-01 22:55:09+00:00,292.4495,53.5358,10.4004,320.959,73.0101,41.7219
438,100,CALBLOCK-F-008,439,42,2023-07-01 23:07:08+00:00,292.5005,53.5302,10.4414,321.0376,72.9896,41.7971
439,100,CALBLOCK-F-008,440,43,2023-07-01 23:19:07+00:00,292.5463,53.508,10.4783,321.0775,72.9564,41.8353
440,100,CALBLOCK-F-008,441,44,2023-07-01 23:37:09+00:00,292.4036,53.558,10.3275,320.9186,73.0433,41.6474
441,100,CALBLOCK-F-008,442,45,2023-07-01 23:49:08+00:00,292.4495,53.5358,10.3645,320.9589,73.0101,41.686
442,100,CALBLOCK-F-008,443,46,2023-07-02 00:01:07+00:00,292.5005,53.5302,10.4055,321.0377,72.9896,41.7612
443,100,CALBLOCK-F-008,444,47,2023-07-02 00:13:06+00:00,292.5464,53.508,10.4424,321.0776,72.9564,41.7994
444,100,CALBLOCK-F-008,445,48,2023-07-02 00:31:08+00:00,292.4035,53.558,10.2916,320.9185,73.0433,41.6114
445,100,CALBLOCK-F-008,446,49,2023-07-02 00:43:07+00:00,292.4495,53.5358,10.3286,320.9589,73.0101,41.65
446,100,CALBLOCK-F-008,447,50,2023-07-02 00:55:06+00:00,292.5005,53.5302,10.3696,321.0377,72.9896,41.7253
447,100,CALBLOCK-F-008,448,51,2023-07-02 01:07:05+00:00,292.5464,53.508,10.4065,321.0777,72.9564,41.7636
448,100,CALBLOCK-F-008,449,52,2023-07-02 01:25:07+00:00,292.4035,53.5579,10.2557,320.9184,73.0432,41.5754
449,100,CALBLOCK-F-008,450,53,2023-07-02 01:37:06+00:00,292.4495,53.5358,10.2926,320.9589,73.0101,41.6141
450,100,CALBLOCK-F-008,451,54,2023-07-02 01:49:05+00:00,292.5005,53.5302,10.3337,321.0377,72.9896,41.6894
451,100,CALBLOCK-F-008,452,55,2023-07-02 02:01:04+00:00,292.5464,53.508,10.3706,321.0778,72.9564,41.7278
452,100,CALBLOCK-F-008,453,56,2023-07-02 02:19:06+00:00,292.4035,53.5579,10.2197,320.9183,73.0432,41.5394
453,100,CALBLOCK-F-008,454,57,2023-07-02 02:31:05+00:00,292.4495,53.5358,10.2567,320.9589,73.0101,41.5782
454,100,CALBLOCK-F-008,455,58,2023-07-02 02:43:04+00:00,292.5005,53.5303,10.2978,321.0377,72.9896,41.6536
455,100,CALBLOCK-F-008,456,59,2023-07-02 02:55:03+00:00,292.5464,53.5081,10.3347,321.0779,72.9565,41.692
456,100,CALBLOCK-F-008,457,60,2023-07-02 03:13:05+00:00,292.4035,53.5579,10.1838,320.9183,73.0432,41.5034
457,100,CALBLOCK-F-008,458,61,2023-07-02 03:25:04+00:00,292.4495,53.5357,10.2208,320.9589,73.0101,41.5422
458,100,CALBLOCK-F-008,459,62,2023-07-02 03:37:03+00:00,292.5005,53.5303,10.2619,321.0377,72.9896,41.6177
459,100,CALBLOCK-F-008,460,63,2023-07-02 03:49:02+00:00,292.5465,53.5081,10.2988,321.078,72.9565,41.6561
460,100,CALBLOCK-F-008,461,64,2023-07-02 04:07:04+00:00,292.4034,53.5579,10.1478,320.9182,73.0432,41.4674
461,100,CALBLOCK-F-008,462,65,2023-07-02 04:19:03+00:00,292.4495,53.5357,10.1849,320.9588,73.0101,41.5063
462,100,CALBLOCK-F-008,463,66,2023-07-02 04:31:02+00:00,292.5005,53.5303,10.2259,321.0378,72.9896,41.5818
